name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online
habib483,https://www.nairaland.com/habib483,Mars,"August 12, 2016",11:57am On Jun 06,dont go through life. grow through life,m,hk_habdul,1 day & 17 hours
alleazardous,https://www.nairaland.com/alleazardous,lagos,"September 05, 2014",4:31pm,life isnt fair,m,@AlleAzardous,2 months & 7 days
vinlyreeks,https://www.nairaland.com/vinlyreeks,,"September 06, 2017",9:00am On Jul 21,It's  personal  afterall,m,IG  @cybermatepro_,9 days & 16 hours
Alexandercruz,https://www.nairaland.com/alexandercruz,,"February 07, 2019",10:40am On Feb 07,,,,39 minutes & 21 seconds
Cookee,https://www.nairaland.com/cookee,,"January 29, 2019",8:52pm On Aug 12,,,,3 days & 4 hours
Softtech14,https://www.nairaland.com/softtech14,,"February 11, 2019",11:23pm On Feb 09,,,,1 hour & 6 minutes
nairaplan,https://www.nairaland.com/nairaplan,,"May 22, 2015",3:22am On Jul 19,,m,,8 hours & 57 minutes
spectrumcare,https://www.nairaland.com/spectrumcare,,"February 13, 2019",11:00pm On Feb 13,,,,1 minute & 27 seconds
ayeshahp,https://www.nairaland.com/ayeshahp,,"January 28, 2019",8:07pm On Feb 14,,,,8 minutes & 28 seconds
owenlevinee,https://www.nairaland.com/owenlevinee,"Dallas, Tx","February 20, 2019",5:31am On Feb 20,,m,,6 minutes & 34 seconds
HARDEYborndis,https://www.nairaland.com/hardeyborndis,,"November 01, 2014",3:09pm On Mar 19,,,,4 hours & 42 minutes
mesheal7,https://www.nairaland.com/mesheal7,,"August 20, 2014",8:33pm On Jul 22,,,,20 days & 5 hours
lewis512,https://www.nairaland.com/lewis512,South West,"April 11, 2013",11:08am,be wise,m,AlugbinOluwase1,1 month & 2 days
OshinSeun,https://www.nairaland.com/oshinseun,,"December 15, 2018",8:30am On Oct 11,,,,7 hours & 50 minutes
CallmeMVP,https://www.nairaland.com/callmemvp,Nigeria ,"January 16, 2019",12:14pm On Apr 19,,m,@fivestar4ever ,2 days
claseek,https://www.nairaland.com/claseek,,"July 15, 2018",10:51am,"Married chic here, with two adorable babies (so don't send me THAT SORT of PM. It would neither be read nor acknowledged. ;) ",f,,24 days & 13 hours
Jumoke95,https://www.nairaland.com/jumoke95,,"August 04, 2018",4:07am On Feb 27,,,,1 day & 12 hours
ibkayee,https://www.nairaland.com/ibkayee,,"April 08, 2008",1:15pm On Mar 03,,f,,5 months & 6 days
romme2u,https://www.nairaland.com/romme2u,,"July 15, 2013",2:03pm On Jul 14,The best tobacco MONEY can buy,,,2 months & 7 days
abdeiz,https://www.nairaland.com/abdeiz,Konoha,"June 03, 2016",3:49pm On Nov 18,fireGod,m,,3 months & 24 days
sommyboi,https://www.nairaland.com/sommyboi,Earth,"November 25, 2013",5:55pm On Jul 22,,m,,22 days & 14 hours
wj26584,https://www.nairaland.com/wj26584,Abuja,"December 07, 2016",6:44am On Dec 16,,m,,11 days & 19 hours
Sagamaje,https://www.nairaland.com/sagamaje,abj,"June 15, 2017",12:55pm On May 01,Let love lead,m,,1 month & 27 days
justli,https://www.nairaland.com/justli,,"December 23, 2015",5:10am,mobi5592@gmail.com,,,1 month & 21 days
AYORICH,https://www.nairaland.com/ayorich,lagos,"November 25, 2016",4:35pm On Jul 23,chat me up on : 0901 two3two 3two21,,,1 month
Nuccas,https://www.nairaland.com/nuccas,,"November 16, 2018",4:57pm On Jun 03,,,,8 hours & 59 minutes
YHYomar,https://www.nairaland.com/yhyomar,,"April 10, 2019",4:35am On May 11,,,,1 day & 1 hour
Bismark009,https://www.nairaland.com/bismark009,,"March 27, 2019",5:27pm On Jun 21,,,,14 days & 20 hours
Whispereye,https://www.nairaland.com/whispereye,,"March 14, 2019",9:39pm On May 07,,,,3 hours & 21 minutes
Daejoyoung,https://www.nairaland.com/daejoyoung,,"September 29, 2017",3:03pm On Sep 22,,,,3 months & 7 days
FatherCHRISTMAS,https://www.nairaland.com/fatherchristmas,Henson Demonstration Group of School,"December 13, 2018",7:20am On Jul 16,"The Amityville haunting is a modern folk story based on the true crimes of Ronald DeFeo Jr. On November 13, 1974",f,@FatherC27697266,1 month & 9 days
happyhai123,https://www.nairaland.com/happyhai123,,"April 30, 2019",7:55am On May 17,,,,45 minutes & 16 seconds
Shopatcandice,https://www.nairaland.com/shopatcandice,"Lagos, Nigeria ","November 06, 2018",4:13am On Apr 18,"I am a laptop dealer. Wholesale/ retail supplier of fashion wears, kitchen gadgets and sourvenirs. I am also a real estate consultant.try our services today, we make every of your penny count",f,,7 days & 10 hours
Blesser28,https://www.nairaland.com/blesser28,,"April 25, 2017",4:39pm,,m,@wizzy_nik ,1 month & 2 days
chibezy,https://www.nairaland.com/chibezy,,"April 26, 2019",10:54pm On Feb 23,,,,16 hours & 20 minutes
AmNuhRegular,https://www.nairaland.com/amnuhregular,Her Father's house,"May 23, 2019",2:12pm,,f,You dunno why ez going on ,6 days & 21 hours
cosymyman,https://www.nairaland.com/cosymyman,,"November 18, 2018",12:49pm On Sep 24,,,,12 hours & 35 minutes
buzritchy,https://www.nairaland.com/buzritchy,,"May 01, 2012",7:55am On Jul 24,,,,1 month & 24 days
Handsomebb,https://www.nairaland.com/handsomebb,wired island,"September 27, 2015",9:09pm On Jul 24,,,,23 days & 4 hours
Chiemezueajuzie,https://www.nairaland.com/chiemezueajuzie,,"June 02, 2019",11:32am On Jul 02,,,,3 days & 3 hours
Drguzzykola,https://www.nairaland.com/drguzzykola,Port Harcourt,"September 18, 2015",2:52am On Jun 27,We are not there yet but we aren't where we used to be. Eyes in the goal.,m,,1 month & 23 days
CreativeJerry,https://www.nairaland.com/creativejerry,Portharcourt,"May 30, 2019",6:23pm On Apr 07,9jabulletin.com.ng incomer,m,,9 hours & 29 minutes
prosper21,https://www.nairaland.com/prosper21,,"February 17, 2013",3:29pm,D purpose of life is to live a life of purpose.,m,Prosper522,2 months & 3 days
Millerules,https://www.nairaland.com/millerules,Mars,"November 25, 2018",3:46pm,Proudly Software Development!,m,,1 month & 24 days
Tony142,https://www.nairaland.com/tony142,,"November 30, 2017",2:27pm,,,,5 months & 4 days
kunleiky,https://www.nairaland.com/kunleiky,Ile-Ife,"October 25, 2017",2:20pm,The future we speak of is here.,m,ibikunlegabrie3,24 days & 1 hour
iamharkinwaley,https://www.nairaland.com/iamharkinwaley,,"July 30, 2016",12:40am On Aug 27,I am me ,,,2 months & 2 days
rastaLivity,https://www.nairaland.com/rastalivity,Weedezvous,"September 24, 2017",4:45am,And what shall we not become....!,,,2 months & 10 days
Mummymahdi,https://www.nairaland.com/mummymahdi,Gombe,"June 19, 2019",6:03am On May 11,"GOD direct me, U are my strength. though am hardworker but I  rely  on  U",f,,18 days & 7 hours
nwoguplacid,https://www.nairaland.com/nwoguplacid,,"July 05, 2019",4:30pm On Jan 17,,m,,1 hour & 55 minutes
Apollos66,https://www.nairaland.com/apollos66,Loloja,"July 05, 2019",1:07pm On Mar 04,God is good,m,,22 minutes & 58 seconds
Wizzoe360,https://www.nairaland.com/wizzoe360,,"March 12, 2015",2:51pm On Jul 21,,,,27 days & 9 hours
yinkeys,https://www.nairaland.com/yinkeys,,"January 22, 2012",9:32pm On Jul 18,"   ",m,,6 months & 15 days
DrinkWater10,https://www.nairaland.com/drinkwater10,,"December 19, 2015",3:31pm,,,,5 months & 10 days
backtovillage,https://www.nairaland.com/backtovillage,,"February 28, 2019",4:25pm,,,,2 days & 8 hours
mobilemykel,https://www.nairaland.com/mobilemykel,,"June 07, 2019",12:42pm On Jun 23,,,,13 days
Semtu,https://www.nairaland.com/semtu,Lagos,"November 16, 2015",8:11pm On Jul 24,"If you fail to plan, you plan to fail.",m,,18 days & 4 hours
InfinityFabric,https://www.nairaland.com/infinityfabric,,"July 11, 2019",4:01pm,,,,10 days & 8 hours
emmy512,https://www.nairaland.com/emmy512,Lagos boy born and bred in kano,"January 17, 2015",11:23am,Knowledge is power. Keep learning,m,,1 month & 6 days
iCode2,https://www.nairaland.com/icode2,,"July 16, 2019",9:51pm On May 28,,,,6 days & 14 hours
Eggovic,https://www.nairaland.com/eggovic,,"June 24, 2019",1:07pm,,,,20 days & 19 hours
kimduhan2,https://www.nairaland.com/kimduhan2,,"November 14, 2018",1:43pm On Mar 15,,,,10 hours & 31 minutes
treasureboy09,https://www.nairaland.com/treasureboy09,MARS,"November 14, 2012",10:27pm On May 11,If GOd be for U who can stand against U?,m,,2 months & 3 days
cyberhike,https://www.nairaland.com/cyberhike,lagos. but planning to jet out real soon,"December 23, 2014",8:54am On May 27,I'm not competing with anybody....if You get there before me... congratulations...life is an express road overtaking is allowed...,m,,3 months & 16 days
AroFx,https://www.nairaland.com/arofx,,"February 25, 2019",3:39pm,,,,1 month & 1 day
Campusmyguy,https://www.nairaland.com/campusmyguy,,"June 11, 2019",7:24am On Dec 13,,,,12 days & 20 hours
vixpal,https://www.nairaland.com/vixpal,,"January 28, 2019",3:04pm On Jun 20,,,,11 days & 7 hours
4gunners,https://www.nairaland.com/4gunners,,"October 08, 2017",1:55pm,,m,,2 months & 29 days
manicocon,https://www.nairaland.com/manicocon,,"July 31, 2019",1:07pm On Dec 30,,,,1 hour & 8 minutes
Dokore,https://www.nairaland.com/dokore,,"February 17, 2018",9:08pm On Mar 27,,,,4 hours & 4 minutes
benob,https://www.nairaland.com/benob,nigeria,"January 27, 2011",8:17pm On Oct 25,,m,,29 days & 9 hours
dreamworld,https://www.nairaland.com/dreamworld,,"July 10, 2014",3:54pm On Jan 11,,,,24 days & 18 hours
Unpredictablejo,https://www.nairaland.com/unpredictablejo,Ebonyi state,"August 07, 2019",11:04pm On Aug 29,,m,,3 hours & 24 minutes
danilmo,https://www.nairaland.com/danilmo,,"October 07, 2016",12:25am On Jun 27,,,,3 months & 10 days
swip88,https://www.nairaland.com/swip88,,"July 02, 2019",3:53pm On Jun 14,,,,7 hours & 18 minutes
Grandlord,https://www.nairaland.com/grandlord,Palace of Westminster.,"August 09, 2019",11:06am,Semper fidelis,,,2 months & 12 days
beeniemccoy,https://www.nairaland.com/beeniemccoy,,"August 07, 2019",4:20pm On Jan 07,,,,2 days & 11 hours
fullclub,https://www.nairaland.com/fullclub,,"September 10, 2015",3:02am On Aug 15,Www.expograde.com,,,10 days & 12 hours
emarketspro,https://www.nairaland.com/emarketspro,,"August 11, 2019",10:15pm On Oct 04,Jonas Legacy,m,,6 hours & 47 minutes
Mazugore365,https://www.nairaland.com/mazugore365,,"May 05, 2019",11:11am On May 17,,,,2 hours & 28 minutes
Fashola4421,https://www.nairaland.com/fashola4421,,"August 17, 2019",10:47am On Aug 17,,,,7 minutes & 13 seconds
Berenow,https://www.nairaland.com/berenow,,"August 21, 2019",1:01am On Oct 12,,,,25 minutes & 9 seconds
kiddapunk,https://www.nairaland.com/kiddapunk,,"April 11, 2017",8:56pm On Jul 21,,,,9 days & 8 hours
Champjar,https://www.nairaland.com/champjar,,"May 07, 2019",7:27am On Jul 07,,,,1 day & 10 hours
ges2019,https://www.nairaland.com/ges2019,,"May 28, 2019",9:27pm On Nov 17,,,,6 days & 12 hours
tot,https://www.nairaland.com/tot,,"April 13, 2007",11:51am On May 05,,f,,2 months & 3 days
DESTROTECH,https://www.nairaland.com/destrotech,Benin city Edo state Nigeria,"September 11, 2019",8:25am On Jul 13,What God can't do does exist.,m,,7 days & 8 hours
Elxandre,https://www.nairaland.com/elxandre,,"August 15, 2012",2:51pm,"""It always seems impossible until it's done"" - Nelson Mandela.",m,@lord_xandre,9 months & 16 days
starcertificati,https://www.nairaland.com/starcertificati,,"June 25, 2019",7:13am On Oct 16,,,,19 minutes & 8 seconds
free4pcorg,https://www.nairaland.com/free4pcorg,,"April 04, 2019",3:36pm On Mar 23,,,,3 hours & 40 minutes
nigeriainfo,https://www.nairaland.com/nigeriainfo,,"May 05, 2015",1:17pm On Jul 10,,,,1 month & 7 days
tons613,https://www.nairaland.com/tons613,,"August 18, 2010",9:24am On Nov 28,,,,9 hours & 17 minutes
bizza45,https://www.nairaland.com/bizza45,,"July 25, 2013",3:28pm,,,,2 months & 2 days
sewanut,https://www.nairaland.com/sewanut,,"July 18, 2018",8:06pm On May 29,Good day,m,@ewaoluwa11 ,4 hours & 37 minutes
creolehunt,https://www.nairaland.com/creolehunt,,"July 29, 2017",4:40pm,,,,2 months & 9 days
reeblaze,https://www.nairaland.com/reeblaze,,"July 19, 2016",2:53am On May 28,,m,,5 days & 16 hours
Henryjasten05,https://www.nairaland.com/henryjasten05,,"October 25, 2019",11:42am On Aug 31,,m,,9 hours & 27 minutes
Balaking,https://www.nairaland.com/balaking,,"September 30, 2019",4:02pm,,,,2 months & 9 days
Crvrider,https://www.nairaland.com/crvrider,,"March 29, 2019",3:00pm,,,,29 days & 14 hours
Haltek,https://www.nairaland.com/haltek,,"June 07, 2019",5:24pm On Mar 27,,,,3 days & 5 hours
Drenimarcus,https://www.nairaland.com/drenimarcus,USA,"August 20, 2018",4:12pm,"WAR IS PEACE, IGNORANCE IS STRENGTH, FREEDOM IS SLAVERY.",m,,5 months & 26 days
HighOptimism,https://www.nairaland.com/highoptimism,,"November 01, 2019",6:26pm On Jul 09,The goals are achievable,m,,7 hours & 27 minutes
Miracleinfo12,https://www.nairaland.com/miracleinfo12,,"May 17, 2019",6:25pm On Jan 15,,,,1 hour & 20 minutes
fizcoo20,https://www.nairaland.com/fizcoo20,lagos.,"June 10, 2013",2:39pm,,m,fizcoo,2 months & 14 days
Pgateway,https://www.nairaland.com/pgateway,,"October 16, 2019",6:35am On Mar 30,,,,3 days & 2 hours
Jamin3,https://www.nairaland.com/jamin3,Lagos,"November 15, 2019",3:15pm On Sep 27,Always happy,m,,1 hour & 5 minutes
wapcali,https://www.nairaland.com/wapcali,,"April 29, 2019",12:10am On Apr 12,,,,17 hours & 37 minutes
Ustacky,https://www.nairaland.com/ustacky,"Lagos, Nigeria","November 16, 2019",2:20pm On May 03,An edutech start-up and MOOC provider that teaches industry-relevant programming skills.,,https://twitter.com/Ustacky,4 hours & 7 minutes
Mistermamus,https://www.nairaland.com/mistermamus,Benin,"January 02, 2014",3:40pm,"Cool dude , love football and gaming",m,Mistermamus,1 month & 19 days
ABSAO,https://www.nairaland.com/absao,,"June 08, 2017",4:45pm On Jun 05,,m,@Engr. Adekunle3,1 month & 20 days
Eyedea,https://www.nairaland.com/eyedea,Andromeda ,"January 12, 2018",10:52am On Aug 10,"""I don't believe that there no god/God but Allah.""""I don't believe that Muhammad is God's Holy Prophet.""",m,,1 month & 18 days
Abanekechizoba2,https://www.nairaland.com/abanekechizoba2,,"November 26, 2019",12:55pm On Feb 25,,,,1 day & 10 hours
Muyiwamary,https://www.nairaland.com/muyiwamary,Lagos,"August 02, 2018",2:47pm On Jul 11,A canvas of God's grace,f,,10 days & 5 hours
Maskyy,https://www.nairaland.com/maskyy,Remote,"June 26, 2019",3:35am On Jul 21,Don't wait. Freelancers are cashing out on fiverr. Lemme show you how easily.,m,@Ben_Mayorr,28 days & 17 hours
DC49,https://www.nairaland.com/dc49,,"January 07, 2015",2:58pm,,,,11 days & 7 hours
noob03saibot,https://www.nairaland.com/noob03saibot,Here,"September 10, 2014",2:41pm,,m,,3 months & 10 days
nnaeyes6,https://www.nairaland.com/nnaeyes6,,"February 21, 2017",12:02am On May 02,,,,1 month & 2 days
michaellyam,https://www.nairaland.com/michaellyam,,"December 18, 2019",5:10pm On Apr 21,,,,15 hours & 52 minutes
moneyjed,https://www.nairaland.com/moneyjed,Nigeria,"May 09, 2012",10:46pm On Jul 31,Human development for economic empowerment,m,,2 hours & 47 minutes
anyinature1981,https://www.nairaland.com/anyinature1981,,"June 05, 2019",1:48pm On Jun 28,,,,4 hours & 13 minutes
Priwillo,https://www.nairaland.com/priwillo,,"November 19, 2008",11:15am On Jun 16,,,,1 month & 5 days
JoeOdion,https://www.nairaland.com/joeodion,Abuja,"January 27, 2019",12:34pm,,m,,12 days & 3 hours
edwinbiz,https://www.nairaland.com/edwinbiz,,"August 29, 2013",1:12am On May 12,,m,,4 days
samtee,https://www.nairaland.com/samtee,nigeria,"December 23, 2009",6:45am On Aug 24,hi,m,,10 hours & 40 minutes
sahm4u2nv,https://www.nairaland.com/sahm4u2nv,Ibadan,"October 10, 2014",1:01pm,"Life is not measured by the number of breaths we take,but by the moments that take our breath away.– Maya Angelou  ",m,pSalmKlef,1 month & 5 days
arejibadz,https://www.nairaland.com/arejibadz,,"September 13, 2015",12:57pm,arejibadey ,m,,1 month & 12 days
Barney001,https://www.nairaland.com/barney001,,"February 13, 2020",9:31am On Jan 11,,,,20 days & 5 hours
bammy2050,https://www.nairaland.com/bammy2050,Lagos ,"January 21, 2011",11:20pm On Dec 29,,m,,11 days & 9 hours
travelaunz,https://www.nairaland.com/travelaunz,,"March 13, 2020",6:18pm On Jun 25,,,,1 day & 21 hours
Ay04z,https://www.nairaland.com/ay04z,"convenant ota ogun state, BVN printout FOR LOAN AND EMBASSY ","December 01, 2013",3:04pm,Eager to always lear,m,,2 months & 10 days
Cacarino,https://www.nairaland.com/cacarino,,"March 17, 2020",8:45am On May 09,,,,2 days & 16 hours
deorwine,https://www.nairaland.com/deorwine,,"February 28, 2020",10:14am On Apr 02,,,,13 minutes & 54 seconds
dianaspellman,https://www.nairaland.com/dianaspellman,,"April 02, 2020",9:12pm On Apr 02,,,,21 minutes & 17 seconds
kosewu,https://www.nairaland.com/kosewu,,"February 23, 2016",6:08am On Jul 16,,,,3 days & 5 hours
ocelot2006,https://www.nairaland.com/ocelot2006,Naija ,"January 05, 2008",7:59am,,m,,4 months & 7 days
akaahs,https://www.nairaland.com/akaahs,Ghana,"September 10, 2014",11:42am,be good for ur own good not for anyone sake,m,,4 months & 28 days
LadyHeaven,https://www.nairaland.com/ladyheaven,Africa,"January 02, 2018",8:22am On Sep 21,"Live, Love, Laugh...",f,,1 month & 14 days
livelovelaugh,https://www.nairaland.com/livelovelaugh,,"April 20, 2020",4:20am On Sep 26,Enjoy life,,,14 hours & 5 minutes
Spman,https://www.nairaland.com/spman,,"October 28, 2019",8:52am On Dec 15,,,,10 days & 14 hours
DriggityDre,https://www.nairaland.com/driggitydre,,"March 27, 2020",7:54pm On Sep 30,Error.. Face not detected... ,,,23 days & 15 hours
donnhahalong,https://www.nairaland.com/donnhahalong,,"April 09, 2020",7:17am On May 12,https://digitalmedialab.johncabot.edu/members/donnhahalong/,,,1 hour & 27 minutes
Collinsanele,https://www.nairaland.com/collinsanele,,"July 22, 2009",10:18pm On Jul 24,,,,6 days & 2 hours
Raustin,https://www.nairaland.com/raustin,Makurdi ,"January 28, 2019",11:22pm On Jul 09,100%,m,,17 days & 2 hours
dipopooo,https://www.nairaland.com/dipopooo,lasigidi,"December 29, 2013",3:07pm On Oct 19,I'm real,m,,3 months & 9 days
don10ky,https://www.nairaland.com/don10ky,lagos,"March 17, 2015",4:26pm,sweet,m,,15 days & 20 hours
Patiee,https://www.nairaland.com/patiee,,"April 21, 2020",2:57pm On Jan 05,,,,1 day & 3 hours
plat0,https://www.nairaland.com/plat0,,"January 18, 2015",1:59pm On Jul 22,,,,8 months & 12 days
NomzyJust,https://www.nairaland.com/nomzyjust,Abuja,"February 24, 2015",10:54pm On Jul 24,,m,,1 month & 2 days
Equity15,https://www.nairaland.com/equity15,,"May 25, 2019",1:35pm,,m,www.twitter.com/@m_adams4,1 month & 21 days
codeigniter,https://www.nairaland.com/codeigniter,,"January 30, 2020",6:32am,"js, python developer",m,,16 days & 11 hours
berniceunice,https://www.nairaland.com/berniceunice,,"March 22, 2016",5:11pm On May 26,,,,1 month & 12 days
whitelotus,https://www.nairaland.com/whitelotus,,"November 06, 2019",7:02pm On May 03,,,,12 days & 5 hours
Abdullah1033,https://www.nairaland.com/abdullah1033,,"May 08, 2020",5:15am On May 10,,,,20 minutes & 25 seconds
mekaprime,https://www.nairaland.com/mekaprime,,"October 19, 2014",12:53pm On Jun 28,,,,2 months & 7 days
Bolutumiii,https://www.nairaland.com/bolutumiii,Lagos ,"April 10, 2016",4:02pm On Jul 24,"Life is Good, Just Keep Pushing ",m,,18 days & 20 hours
